image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox,age_group,age,cluster,validation_type
dating (43),female,Dating,,jeans,t_shirt,jacket,blue,brown,collar,hip_length,thigh_length,zip,long,,"[307.0622, 191.15834, 712.4569, 720.85443]","[338.78214, 590.3263, 682.83246, 1181.4106]",26-30,28,2,random_check
Sports171,male,Sports,,shorts,t_shirt,,black,orange,round_neck,hip_length,knee_length,pullover,short,,"[432.09418, 227.38647, 735.20825, 655.12054]","[451.11536, 636.13995, 715.44763, 826.42053]",16-20,16,3,random_check
Travel492,male,Travel,,jeans,sweater,,grey,purple,round_neck,hip_length,full_length,pullover,long,,"[159.90237, 162.28642, 320.5037, 397.82886]","[171.40854, 382.91833, 297.90445, 606.96246]",21-25,24,0,rule_based
wedding (244),female,Wedding,dress,,,,,multi,halter_neck,below_knee,,pullover,sleeveless,"[148.87524, 107.61503, 375.01422, 593.3748]",,,26-30,29,1,rule_based
office055,male,Office,,pants/trousers,shirt_blouse,,grey,blue,collar,hip_length,full_length,button,three_quarter,,"[137.5378, 153.04764, 333.2174, 351.334]","[109.80294, 324.53836, 330.1714, 684.689]",26-30,29,0,rule_based
dating (394),male,Dating,,jeans,t_shirt,,blue,grey,collar,hip_length,full_length,pullover,short,,"[151.04604, 150.51181, 435.2084, 469.28104]","[145.93533, 436.29483, 375.8934, 889.7437]",21-25,25,0,rule_based
party (236),female,Party,,skirt,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[176.76872, 124.47664, 289.68488, 258.16776]","[143.87103, 243.5293, 291.7318, 385.5246]",26-30,26,1,random_check
Travel242,female,Travel,,skirt,top_others,,blue,white,off_shoulder,hip_length,calf_length,pullover,short,,"[443.11795, 473.33957, 777.10895, 687.16364]","[500.51712, 651.942, 842.5873, 1196.5336]",31-40,37,2,rule_based
Travel388,male,Travel,,shorts,shirt_blouse,,white,multi,collar,hip_length,knee_length,button,short,,"[137.31992, 175.61256, 563.1683, 493.2222]","[182.55605, 459.79865, 486.032, 635.1734]",31-40,35,0,rule_based
Sports389,female,Sports,,shorts,t_shirt,,black,pink,round_neck,crop,extra_short,pullover,sleeveless,,"[450.2888, 205.05475, 733.8051, 532.98865]","[427.1715, 553.42914, 769.72266, 828.05756]",16-20,16,3,rule_based
Travel468,female,Travel,,shorts,top_others,,white,white,v_neck,hip_length,extra_short,pullover,sleeveless,,"[173.82147, 155.73459, 310.20914, 378.40427]","[172.17848, 340.58655, 293.84363, 392.125]",26-30,27,2,rule_based
dating (471),male,Dating,,pants/trousers,shirt_blouse,,navy,white,collar,hip_length,full_length,button,long,,"[134.5208, 145.17911, 441.01617, 467.17398]","[164.83275, 439.483, 418.2566, 938.851]",21-25,22,0,rule_based
Travel328,female,Travel,,skirt,t_shirt,,orange,white,round_neck,hip_length,full_length,pullover,short,,"[214.79707, 128.95424, 419.43784, 349.36124]","[99.04584, 250.6491, 436.4947, 609.89154]",31-40,31,2,random_check
wedding (42),male,Wedding,,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,,"[93.51604, 98.47287, 285.59207, 335.9869]","[143.83446, 305.9261, 263.4551, 556.56415]",26-30,27,0,rule_based
Travel315,female,Travel,,skirt,t_shirt,,multi,black,round_neck,hip_length,knee_length,pullover,short,,"[436.06592, 544.21533, 715.4954, 1005.2042]","[84.45457, 732.1888, 401.56232, 1142.239]",31-40,33,3,rule_based
Travel463,female,Travel,dress,,,,,green,round_neck,thigh_length,,pullover,sleeveless,"[168.88123, 169.57889, 327.3403, 333.37915]",,,26-30,27,1,rule_based
Travel266,female,Travel,play_suit,,,,,blue,v_neck,thigh_length,,pullover,three_quarter,"[250.12721, 444.06726, 763.66223, 997.58026]",,,16-20,20,1,random_check
office064,male,Office,,jeans,t_shirt,blazer,blue,black,round_neck,hip_length,full_length,pullover,long,,"[74.07541, 41.369514, 177.87328, 165.28317]","[92.94685, 141.0148, 158.63237, 289.5238]",31-40,32,0,rule_based
office218,female,Office,jump_suit,,,,,black,round_neck,below_knee,,zip,short,"[398.6512, 218.48787, 780.3538, 1146.5697]",,,31-40,33,1,rule_based
prom080,male,Prom,,pants/trousers,shirt_blouse,blazer,red,red,collar,hip_length,full_length,button,long,,"[575.6428, 536.3137, 1246.4979, 1462.3438]","[669.60016, 1190.9124, 1109.982, 2223.076]",16-20,18,0,random_check
dating (452),male,Dating,,pants/trousers,shirt_blouse,coat,blue,grey,collar,thigh_length,full_length,button,long,,"[89.84375, 96.30403, 274.54507, 369.7742]","[127.45004, 270.47894, 234.89763, 520.25446]",21-25,24,0,rule_based
wedding (47),male,Wedding,,pants/trousers,shirt_blouse,coat,blue,multi,collar,hip_length,full_length,button,long,,"[39.86084, 200.18295, 437.5038, 705.5802]","[48.149105, 603.6666, 346.3844, 922.0]",16-20,18,0,rule_based
wedding (83),male,Wedding,,pants/trousers,top_others,vest_waistcoat,black,multi,collar,knee_length,full_length,button,long,,"[124.05121, 88.967926, 269.75204, 316.97452]","[129.47441, 385.5031, 172.2261, 459.70847]",16-20,20,0,rule_based
Travel488,male,Travel,,pants/trousers,shirt_blouse,,grey,blue,round_neck,hip_length,full_length,button,short,,"[148.27522, 86.03159, 335.03714, 244.89241]","[173.28835, 235.62555, 305.45804, 505.4313]",31-40,39,0,rule_based
party (45),female,Party,,pants/trousers,top_others,,white,white,round_neck,below_knee,full_length,pullover,three_quarter,,"[0.0, 181.62071, 719.874, 905.3807]","[246.86913, 337.9113, 361.59082, 370.0645]",16-20,16,2,rule_based
party (250),male,Party,,pants/trousers,t_shirt,coat,grey,black,turtleneck,hip_length,full_length,pullover,long,,"[134.00824, 160.55199, 513.0005, 595.79614]","[209.41527, 435.75723, 481.28687, 1039.3102]",16-20,19,0,rule_based
office286,female,Office,,jeans,top_others,coat,black,black,round_neck,hip_length,full_length,pullover,long,,"[159.95317, 217.97046, 658.2639, 853.015]","[322.86832, 728.86206, 601.1404, 1103.3174]",31-40,34,0,rule_based
party (115),male,Party,,jeans,shirt_blouse,coat,navy,brown,collar,hip_length,full_length,pullover,long,,"[96.986824, 159.45828, 553.19696, 732.7781]","[168.9743, 576.65234, 427.81335, 951.2284]",21-25,22,0,rule_based
dating (244),female,Dating,dress,,,,,pink,round_neck,thigh_length,,pullover,long,"[389.07034, 328.8737, 786.67865, 856.1047]",,,26-30,29,1,random_check
wedding (210),female,Wedding,dress,,,,,multi,off_shoulder,below_knee,,pullover,short,"[130.93735, 129.36269, 259.87875, 417.51212]",,,31-40,40,1,rule_based
Travel60,male,Travel,,shorts,shirt_blouse,,grey,blue,collar,hip_length,knee_length,button,short,,"[28.535395, 116.12557, 436.13635, 687.45685]","[31.668045, 557.33594, 347.31216, 884.3371]",31-40,34,0,rule_based
Travel231,female,Travel,,jeans,shirt_blouse,,navy,white,v_neck,hip_length,full_length,pullover,long,,"[361.00012, 164.60231, 644.79474, 489.05753]","[403.02487, 448.15033, 665.12317, 906.47675]",21-25,24,2,rule_based
wedding (83),male,Wedding,,pants/trousers,top_others,vest_waistcoat,black,multi,collar,knee_length,full_length,button,long,,"[124.05121, 88.967926, 269.75204, 316.97452]","[129.47441, 385.5031, 172.2261, 459.70847]",16-20,20,0,rule_based
Travel380,male,Travel,,shorts,shirt_blouse,,blue,multi,collar,hip_length,thigh_length,button,short,,"[690.3517, 920.67975, 1699.9937, 2156.3625]","[757.7119, 1895.1757, 1610.9648, 2591.5642]",31-40,40,0,rule_based
dating (436),male,Dating,,jeans,shirt_blouse,,black,multi,collar,hip_length,full_length,button,three_quarter,,"[67.64323, 154.80911, 321.1413, 460.34637]","[118.453384, 391.10782, 301.95575, 707.5075]",21-25,25,0,rule_based
party (112),female,Party,dress,,,,,black,off_shoulder,knee_length,,zip,sleeveless,"[213.0439, 230.33548, 455.6477, 891.7396]",,,21-25,22,1,rule_based
Travel50,male,Travel,,jeans,t_shirt,,black,grey,round_neck,hip_length,full_length,pullover,long,,"[144.83517, 63.42508, 309.7157, 239.64197]","[109.76726, 74.244865, 221.72093, 318.56067]",21-25,24,0,rule_based
dating (72),female,Dating,play_suit,,,,,yellow,off_shoulder,thigh_length,,pullover,sleeveless,"[404.04477, 320.92444, 672.51105, 831.80304]",,,26-30,29,1,rule_based
dating (463),male,Dating,,pants/trousers,t_shirt,,navy,white,collar,hip_length,full_length,pullover,short,,"[80.061745, 128.92365, 289.53445, 347.06168]","[122.96374, 333.1799, 284.6756, 684.8027]",21-25,24,0,rule_based
prom012,male,Prom,,pants/trousers,shirt_blouse,coat,black,green,collar,hip_length,full_length,button,long,,"[150.48128, 94.41906, 353.90433, 392.67456]","[195.57487, 315.36084, 336.31488, 641.8405]",16-20,19,0,rule_based
Sports86,female,Sports,,athletic_pants,sweatshirt_hoodies,,red,navy,turtleneck,hip_length,full_length,zip,long,,"[60.423832, 89.810036, 229.12434, 315.53387]","[62.449314, 286.5545, 243.16849, 573.716]",16-20,20,2,rule_based
Travel390,female,Travel,dress,,,,,yellow,v_neck,below_knee,,pullover,sleeveless,"[490.63754, 639.67786, 749.41046, 1071.6023]",,,26-30,30,1,rule_based
party (129),male,Party,,jeans,sweater,coat,black,red,collar,hip_length,full_length,pullover,long,,"[127.71605, 183.02043, 381.86737, 648.6786]","[146.38582, 488.10828, 303.84055, 748.0772]",21-25,22,0,random_check
Travel144,male,Travel,,pants/trousers,shirt_blouse,blazer,blue,white,collar,hip_length,full_length,button,long,,"[143.88078, 122.954315, 325.85577, 338.78412]","[147.88994, 294.8857, 295.8273, 569.6707]",16-20,16,0,random_check
dating (367),male,Dating,,jeans,sweater,,blue,grey,collar,hip_length,full_length,pullover,long,,"[219.99564, 85.4308, 425.37006, 327.93298]","[231.08261, 315.29, 393.71997, 653.6902]",21-25,23,0,rule_based
office091,male,Office,,pants/trousers,shirt_blouse,,navy,white,collar,hip_length,full_length,button,short,,"[180.87643, 189.3806, 487.1004, 500.92984]","[197.33888, 484.88336, 447.9463, 1013.05493]",31-40,31,0,rule_based
office310,female,Office,,athletic_pants,top_others,,black,black,round_neck,hip_length,full_length,pullover,sleeveless,,"[421.49655, 366.16663, 583.3971, 839.11993]","[459.5431, 870.0604, 507.76166, 962.48285]",26-30,29,3,random_check
Travel472,female,Travel,dress,,,,,black,halter_neck,knee_length,,pullover,sleeveless,"[231.40977, 363.2033, 348.6123, 504.85364]",,,26-30,27,1,random_check
Travel394,male,Travel,,jeans,t_shirt,,blue,black,round_neck,hip_length,full_length,pullover,three_quarter,,"[171.38963, 152.25127, 442.70782, 420.77768]","[235.52043, 410.20645, 415.30945, 804.83044]",21-25,25,0,random_check
dating (25),female,Dating,,skirt,shirt_blouse,,navy,white,halter_neck,hip_length,full_length,pullover,three_quarter,,"[0.0, 197.60059, 297.4327, 697.10767]","[288.83582, 283.11337, 805.6001, 810.37494]",21-25,21,2,rule_based
Travel98,male,Travel,,pants/trousers,t_shirt,jacket,white,white,round_neck,hip_length,full_length,pullover,long,,"[166.226, 124.44836, 359.9232, 361.84048]","[197.37189, 324.32004, 322.31512, 611.76886]",16-20,17,2,rule_based
dating (223),female,Dating,dress,,,,,multi,turtleneck,below_knee,,pullover,long,"[436.78696, 55.830914, 861.97394, 837.8002]",,,21-25,22,1,rule_based
office062,male,Office,,pants/trousers,shirt_blouse,,black,blue,collar,hip_length,full_length,pullover,long,,"[371.09912, 481.21423, 1121.0688, 1129.7218]","[261.32404, 1027.8174, 1000.72955, 1721.161]",26-30,30,0,rule_based
Travel421,male,Travel,,shorts,shirt_blouse,,red,white,collar,hip_length,thigh_length,button,three_quarter,,"[159.10625, 186.50713, 313.5526, 406.30298]","[167.6585, 369.45135, 285.5536, 456.93924]",26-30,27,0,rule_based
dating (278),female,Dating,,jeans,t_shirt,jacket,black,multi,round_neck,hip_length,full_length,zip,long,,"[385.76794, 277.36224, 684.47095, 606.7026]","[398.65424, 526.9532, 644.0021, 937.1633]",21-25,24,2,rule_based
prom159,female,Prom,dress,,,,,pink,v_neck,below_knee,,pullover,sleeveless,"[15.652788, 73.01626, 214.2338, 400.97684]",,,16-20,20,1,rule_based
Sports372,female,Sports,,leggings,tank_top,,blue,blue,round_neck,crop,full_length,pullover,sleeveless,,"[346.54062, 172.85646, 560.421, 407.88696]","[323.9642, 489.4637, 655.814, 953.9598]",16-20,18,3,rule_based
party (355),male,Party,,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,,"[1563.7711, 1303.7369, 3042.0327, 3615.28]","[1625.6792, 3123.2336, 2840.5728, 5877.1885]",16-20,19,0,random_check
prom020,male,Prom,,pants/trousers,shirt_blouse,coat,black,blue,collar,hip_length,full_length,button,long,,"[278.22034, 211.72751, 676.7764, 706.5369]","[338.31183, 599.0149, 639.1207, 1248.2228]",16-20,16,0,rule_based
prom029,male,Prom,,pants/trousers,shirt_blouse,coat,green,green,collar,hip_length,full_length,button,long,,"[79.190674, 159.85747, 324.91025, 420.32523]","[94.555504, 354.33493, 273.45056, 719.6095]",16-20,19,0,rule_based
office390,female,Office,,jeans,top_others,cardigan,blue,white,round_neck,hip_length,full_length,pullover,long,,"[297.5674, 258.6835, 745.3533, 742.2151]","[347.1381, 646.1718, 681.57544, 1343.4968]",31-40,31,2,rule_based
party (270),male,Party,,jeans,sweater,,navy,navy,round_neck,hip_length,full_length,pullover,long,,"[104.163895, 152.7549, 394.17734, 426.9729]","[191.09137, 416.48822, 366.32202, 758.06146]",21-25,24,0,rule_based
wedding (281),female,Wedding,dress,,,,,red,v_neck,below_knee,,pullover,long,"[92.25142, 131.11322, 406.64743, 625.73663]",,,26-30,30,1,rule_based
Travel86,male,Travel,,shorts,shirt_blouse,,white,pink,collar,hip_length,knee_length,button,short,,"[123.733826, 163.35579, 306.27722, 373.34]","[171.68764, 346.73206, 314.31036, 476.4579]",31-40,39,0,rule_based
Sports103,female,Sports,,leggings,tank_top,,grey,white,round_neck,crop,full_length,pullover,sleeveless,,"[84.42558, 87.17965, 114.10172, 116.54957]","[82.09799, 119.96648, 119.09967, 209.99883]",16-20,20,3,rule_based
office020,male,Office,,pants/trousers,shirt_blouse,blazer,brown,black,collar,hip_length,full_length,button,long,,"[88.78225, 55.07262, 193.18802, 196.26888]","[91.59902, 167.90657, 173.03928, 345.9531]",26-30,28,0,rule_based
party (91),male,Party,,pants/trousers,sweater,coat,black,black,turtleneck,hip_length,full_length,pullover,long,,"[67.24609, 191.05635, 466.11783, 648.7092]","[139.26486, 479.93912, 423.22726, 749.114]",16-20,19,0,rule_based
office464,female,Office,,skirt,shirt_blouse,,red,white,collar,hip_length,knee_length,button,long,,"[181.53807, 91.71284, 366.20877, 290.28113]","[209.73763, 231.82094, 348.50742, 468.10718]",26-30,27,0,random_check
Travel449,male,Travel,,shorts,t_shirt,blazer,white,blue,v_neck,hip_length,knee_length,pullover,long,,"[110.16826, 172.10657, 334.6227, 492.2104]","[120.631584, 407.4416, 299.9561, 580.1842]",26-30,29,0,rule_based
Travel89,female,Travel,dress,,,,,blue,round_neck,knee_length,,pullover,sleeveless,"[215.37692, 183.27989, 439.29224, 459.02338]",,,26-30,27,1,random_check
party (330),male,Party,,jeans,shirt_blouse,jacket,black,white,collar,hip_length,full_length,button,long,,"[146.76762, 96.65408, 468.94724, 436.68015]","[205.8659, 394.96906, 369.94318, 730.74445]",21-25,25,0,rule_based
Travel30,female,Travel,,shorts,shirt_blouse,,pink,white,collar,hip_length,thigh_length,button,three_quarter,,"[159.20872, 248.17995, 310.39163, 392.92838]","[187.95612, 375.06265, 291.6355, 471.56036]",26-30,28,2,rule_based
Travel392,male,Travel,,pants/trousers,t_shirt,,white,multi,round_neck,hip_length,full_length,pullover,three_quarter,,"[163.80054, 121.091354, 355.61432, 342.54266]","[190.48972, 308.54428, 319.64502, 537.3732]",16-20,19,0,rule_based
Travel220,female,Travel,,pants/trousers,tank_top,,blue,black,round_neck,crop,full_length,pullover,sleeveless,,"[354.8648, 304.9377, 561.9885, 649.17706]","[405.5256, 525.2839, 698.1128, 1279.0]",21-25,21,2,rule_based
dating (214),female,Dating,dress,,,,,black,v_neck,thigh_length,,pullover,sleeveless,"[222.8439, 371.202, 767.38556, 1152.0361]",,,26-30,29,1,rule_based
party (225),female,Party,,pants/trousers,top_others,,white,white,v_neck,hip_length,full_length,pullover,three_quarter,,"[243.25249, 79.87259, 422.68134, 243.66641]","[264.32193, 206.10596, 364.68103, 463.27438]",16-20,17,2,rule_based
dating (46),female,Dating,dress,,,,,white,halter_neck,hip_length,,pullover,sleeveless,"[192.29411, 190.23123, 511.7866, 921.4611]",,,26-30,30,1,rule_based
party (105),male,Party,,pants/trousers,t_shirt,coat,black,brown,round_neck,hip_length,full_length,pullover,long,,"[145.01918, 175.154, 432.148, 670.5052]","[232.48743, 532.7734, 345.5551, 887.14716]",16-20,20,0,rule_based
office117,male,Office,,pants/trousers,shirt_blouse,,black,white,collar,hip_length,full_length,button,short,,"[342.12894, 175.84949, 649.76355, 426.27383]","[383.27228, 415.15222, 610.27527, 913.1349]",31-40,34,0,rule_based
party (83),female,Party,,skirt,top_others,,black,white,round_neck,hip_length,thigh_length,pullover,sleeveless,,"[167.67415, 207.0621, 407.90524, 591.527]","[141.00774, 440.8714, 394.05225, 724.46]",26-30,28,2,random_check
Travel170,male,Travel,,shorts,shirt_blouse,,green,blue,collar,hip_length,knee_length,button,short,,"[122.62689, 199.71742, 366.32376, 511.20734]","[175.48776, 467.43542, 340.99942, 617.33856]",31-40,31,0,rule_based
prom356,female,Prom,dress,,,,,blue,v_neck,below_knee,,pullover,three_quarter,"[37.118835, 110.64979, 403.0627, 630.0]",,,16-20,19,1,rule_based
dating (93),female,Dating,dress,,,,,orange,collar,below_knee,,pullover,short,"[420.4642, 516.0238, 890.90735, 1100.9358]",,,31-40,31,1,rule_based
wedding (24),male,Wedding,,pants/trousers,shirt_blouse,,brown,white,collar,hip_length,full_length,button,long,,"[197.8723, 317.30325, 329.81372, 475.4983]","[159.29639, 457.31528, 290.74115, 643.5389]",26-30,30,0,rule_based
office021,male,Office,,pants/trousers,shirt_blouse,blazer,black,black,collar,hip_length,full_length,button,long,,"[140.20303, 85.61083, 321.02792, 328.31726]","[167.44797, 255.67332, 288.97003, 574.4619]",26-30,30,0,rule_based
Sports24,male,Sports,,shorts,t_shirt,,brown,brown,round_neck,hip_length,knee_length,pullover,short,,"[76.021194, 43.82289, 159.18118, 160.60445]","[71.98736, 151.11928, 133.5859, 188.313]",16-20,18,3,rule_based
Travel253,female,Travel,,jeans,t_shirt,,navy,white,round_neck,hip_length,calf_length,pullover,short,,"[198.15173, 191.71085, 431.9434, 435.68417]","[171.22057, 431.43192, 423.54306, 776.75085]",16-20,18,2,rule_based
party (236),female,Party,,skirt,top_others,,black,black,v_neck,hip_length,thigh_length,pullover,sleeveless,,"[176.76872, 124.47664, 289.68488, 258.16776]","[143.87103, 243.5293, 291.7318, 385.5246]",26-30,26,1,random_check
Sports414,female,Sports,,leggings,tank_top,,black,pink,round_neck,crop,full_length,pullover,sleeveless,,"[496.5586, 216.54012, 699.8944, 436.6999]","[465.68085, 497.99756, 844.3319, 1122.0786]",16-20,16,3,rule_based
