image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox
wedding (35),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,blue,collar,hip_length,full_length,button,long,nan,"[118.69284, 50.367565, 239.23819, 212.67766]","[127.38259, 172.15985, 213.58037, 364.0971]"
wedding (36),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[156.13297, 74.31689, 316.51828, 295.72705]","[187.40529, 270.60306, 294.14178, 531.4255]"
wedding (37),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,white,collar,hip_length,full_length,button,long,nan,"[123.97405, 112.635155, 378.8299, 385.43573]","[158.6739, 311.551, 311.59103, 650.7971]"
wedding (38),male,Wedding,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[71.934395, 218.17862, 469.6756, 678.0426]","[137.33064, 459.649, 463.3044, 706.9932]"
wedding (39),male,Wedding,nan,leggings,top_others,vest_waistcoat,white,white,collar,hip_length,full_length,button,long,nan,"[109.48686, 111.09086, 326.27948, 359.6805]","[120.9628, 352.8582, 294.48822, 509.53754]"
wedding (40),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,navy,collar,hip_length,full_length,button,long,nan,"[144.58795, 181.81305, 306.97, 387.48898]","[156.56393, 327.03088, 281.89413, 594.1149]"
wedding (41),male,Wedding,nan,pants/trousers,shirt_blouse,nan,brown,multi,collar,hip_length,full_length,button,long,nan,"[124.88876, 102.43854, 312.01553, 307.83243]","[137.38771, 281.33594, 277.10965, 619.94415]"
wedding (42),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[93.51604, 98.47287, 285.59207, 335.9869]","[143.83446, 305.9261, 263.4551, 556.56415]"
wedding (43),male,Wedding,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,long,nan,"[154.61082, 108.5255, 296.9402, 277.63785]","[148.66281, 276.26285, 270.64716, 509.78696]"
wedding (44),male,Wedding,nan,jeans,shirt_blouse,blazer,blue,navy,collar,hip_length,full_length,button,long,nan,"[131.1611, 125.367165, 327.95468, 397.66086]","[177.76944, 318.89075, 324.63947, 629.15216]"
wedding (45),male,Wedding,nan,pants/trousers,sweater,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[112.06229, 95.33523, 376.09744, 338.84778]","[174.7844, 308.54205, 304.90717, 601.64197]"
wedding (46),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,black,multi,collar,hip_length,full_length,button,long,nan,"[129.88586, 142.10968, 304.81546, 339.09393]","[138.1984, 295.42548, 259.6778, 545.1469]"
wedding (47),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,multi,collar,hip_length,full_length,button,long,nan,"[39.86084, 200.18295, 437.5038, 705.5802]","[48.149105, 603.6666, 346.3844, 922.0]"
wedding (48),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,black,collar,hip_length,full_length,button,long,nan,"[102.63606, 127.88345, 226.91774, 306.8392]","[105.8219, 269.54312, 203.8483, 495.7811]"
wedding (49),male,Wedding,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[109.84713, 112.38013, 310.12662, 405.86798]","[158.49316, 348.8472, 294.8845, 639.87384]"
wedding (50),male,Wedding,nan,pants/trousers,top_others,nan,white,multi,collar,thigh_length,full_length,button,long,nan,"[189.0012, 106.622635, 395.20212, 467.36133]","[207.57367, 357.98044, 353.19965, 507.70615]"
wedding (51),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,grey,grey,collar,hip_length,full_length,button,long,nan,"[134.05872, 215.9411, 348.81677, 527.6175]","[146.98708, 472.73486, 319.038, 706.6289]"
wedding (52),male,Wedding,nan,pants/trousers,shirt_blouse,nan,navy,white,collar,hip_length,full_length,button,long,nan,"[159.75603, 217.87793, 359.34283, 454.3026]","[211.65498, 381.1526, 354.69907, 702.7152]"
wedding (53),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,grey,collar,hip_length,full_length,button,long,nan,"[73.416534, 156.99051, 354.84302, 517.2426]","[87.886604, 451.4067, 279.92236, 710.99994]"
wedding (54),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[136.98895, 112.490105, 343.47473, 398.06448]","[142.21512, 325.80142, 305.53366, 617.81036]"
wedding (56),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[60.54326, 155.03836, 312.86758, 519.64764]","[132.79317, 445.00208, 307.27167, 795.3437]"
wedding (57),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,blue,grey,collar,hip_length,full_length,button,long,nan,"[179.17912, 188.84952, 352.50446, 593.7721]","[64.94512, 200.61398, 409.80045, 612.4475]"
wedding (58),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,black,grey,collar,hip_length,full_length,button,long,nan,"[136.12762, 192.91574, 293.9912, 419.83167]","[140.76562, 396.8168, 265.0297, 619.8272]"
wedding (59),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[39.751434, 163.07791, 402.99905, 651.63116]","[110.41694, 484.90137, 361.73666, 776.525]"
wedding (60),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,blue,blue,collar,hip_length,full_length,button,long,nan,"[110.97549, 232.09044, 355.78043, 498.58832]","[144.76132, 446.50677, 296.3388, 788.2204]"
wedding (61),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,grey,multi,collar,hip_length,full_length,button,long,nan,"[31.781881, 71.962906, 191.65466, 246.4055]","[61.765472, 200.21136, 161.32928, 406.7789]"
wedding (62),male,Wedding,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[142.96793, 177.00267, 327.39362, 422.0545]","[166.82953, 354.59036, 312.72647, 648.5786]"
wedding (63),male,Wedding,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[102.20125, 172.7412, 359.38626, 514.0181]","[140.15826, 440.39102, 305.34613, 818.1337]"
wedding (64),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[108.4827, 173.99034, 462.867, 613.3721]","[154.00786, 483.999, 415.64764, 1058.6761]"
wedding (65),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[68.07616, 151.72723, 382.29303, 494.07123]","[123.80291, 414.9323, 351.59186, 637.71967]"
wedding (66),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,brown,collar,hip_length,full_length,button,long,nan,"[144.90906, 98.78558, 317.74432, 350.2761]","[167.83205, 296.0097, 307.46738, 587.63226]"
wedding (67),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,black,blue,collar,hip_length,full_length,button,long,nan,"[110.77918, 72.83437, 291.61734, 276.90607]","[158.32996, 229.40926, 259.44586, 465.80832]"
wedding (68),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,brown,collar,hip_length,full_length,button,long,nan,"[286.2675, 77.338326, 412.20245, 254.1749]","[53.291058, 80.00685, 186.78346, 257.68665]"
wedding (69),male,Wedding,nan,pants/trousers,top_others,blazer,black,multi,collar,hip_length,full_length,button,long,nan,"[45.766415, 97.97899, 238.24472, 393.1329]","[75.93494, 349.6213, 263.06717, 563.23224]"
wedding (70),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[54.37763, 95.743004, 276.86075, 321.2424]","[118.19956, 236.55649, 225.99585, 543.1833]"
wedding (72),male,Wedding,nan,pants/trousers,shirt_blouse,nan,grey,white,collar,hip_length,full_length,button,long,nan,"[109.05747, 124.35061, 293.97714, 326.8272]","[140.92932, 322.2098, 289.4231, 705.9305]"
wedding (73),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,white,collar,hip_length,full_length,button,long,nan,"[65.93213, 137.74048, 429.87115, 365.56134]","[83.090996, 139.59058, 268.7028, 374.76175]"
wedding (74),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,navy,brown,collar,hip_length,full_length,button,long,nan,"[120.34491, 147.13278, 318.49634, 359.4118]","[142.18428, 287.0892, 279.94104, 520.89105]"
wedding (75),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,blue,collar,hip_length,full_length,button,long,nan,"[112.25682, 147.49368, 336.22055, 417.95483]","[132.45418, 352.85132, 292.90698, 647.3584]"
wedding (76),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,navy,brown,collar,hip_length,full_length,button,long,nan,"[160.78267, 150.21365, 314.81573, 338.17493]","[183.77596, 262.81012, 309.8183, 517.3604]"
wedding (77),male,Wedding,nan,pants/trousers,shirt_blouse,nan,grey,white,collar,hip_length,full_length,button,long,nan,"[200.60898, 236.42671, 396.9321, 443.5486]","[211.26678, 418.41794, 361.6592, 748.80884]"
wedding (78),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,black,grey,collar,hip_length,full_length,button,long,nan,"[139.38232, 119.73379, 315.0577, 349.93008]","[124.93955, 279.94232, 276.89023, 603.68726]"
wedding (79),male,Wedding,nan,pants/trousers,t_shirt,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[156.80579, 139.37424, 321.31357, 382.6158]","[134.66393, 329.40945, 345.94513, 647.3993]"
wedding (80),male,Wedding,nan,pants/trousers,shirt_blouse,nan,navy,white,collar,hip_length,full_length,button,long,nan,"[98.04747, 99.69516, 266.34808, 279.20963]","[131.08966, 253.82559, 239.21056, 493.62732]"
wedding (82),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,navy,collar,hip_length,full_length,button,long,nan,"[202.29414, 93.0429, 417.19006, 366.8486]","[240.36436, 304.61566, 382.77655, 625.2135]"
wedding (83),male,Wedding,nan,pants/trousers,top_others,vest_waistcoat,black,multi,collar,knee_length,full_length,button,long,nan,"[124.05121, 88.967926, 269.75204, 316.97452]","[129.47441, 385.5031, 172.2261, 459.70847]"
wedding (84),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,blue,collar,hip_length,full_length,button,long,nan,"[86.488525, 130.0703, 287.1866, 358.51663]","[116.33985, 314.55444, 262.20526, 616.2792]"
wedding (85),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,navy,collar,hip_length,full_length,button,long,nan,"[91.65164, 113.79478, 353.90448, 399.05212]","[149.52452, 342.19846, 309.38837, 649.27734]"
wedding (86),male,Wedding,nan,pants/trousers,shirt_blouse,nan,grey,blue,collar,hip_length,full_length,button,long,nan,"[142.65016, 159.15038, 310.23846, 300.0039]","[161.61395, 292.44315, 260.24454, 524.0045]"
wedding (87),male,Wedding,nan,pants/trousers,shirt_blouse,coat,brown,brown,collar,hip_length,full_length,button,long,nan,"[173.79489, 183.53795, 366.71466, 409.6443]","[199.05602, 377.88553, 334.11948, 640.0227]"
wedding (88),male,Wedding,nan,pants/trousers,shirt_blouse,coat,navy,navy,collar,hip_length,full_length,button,long,nan,"[82.91461, 147.20383, 341.02765, 374.04947]","[150.39778, 333.22626, 283.7479, 623.0283]"
wedding (89),male,Wedding,nan,pants/trousers,top_others,vest_waistcoat,white,multi,collar,thigh_length,full_length,button,long,nan,"[117.79025, 179.09067, 325.30606, 388.71368]","[180.71292, 445.59326, 274.88998, 616.0987]"
wedding (90),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[139.17601, 117.25468, 351.49185, 407.9729]","[187.43651, 297.93124, 347.16, 665.1546]"
wedding (91),male,Wedding,nan,jeans,shirt_blouse,blazer,blue,blue,collar,hip_length,full_length,button,long,nan,"[170.63094, 101.81912, 387.8285, 384.7487]","[195.82352, 318.51517, 341.78717, 651.454]"
wedding (92),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[104.315506, 78.36076, 277.109, 310.29773]","[134.20784, 260.0506, 260.87115, 543.07733]"
wedding (93),male,Wedding,nan,pants/trousers,shirt_blouse,nan,white,blue,collar,hip_length,full_length,button,long,nan,"[136.37164, 88.81445, 328.42746, 254.72693]","[165.98888, 248.59299, 298.3012, 533.45795]"
wedding (94),male,Wedding,nan,pants/trousers,shirt_blouse,nan,blue,black,collar,hip_length,full_length,button,long,nan,"[129.21765, 120.27519, 300.25403, 276.1721]","[161.55641, 267.8942, 280.7829, 525.0543]"
wedding (95),male,Wedding,nan,pants/trousers,top_others,vest_waistcoat,white,brown,collar,hip_length,full_length,button,long,nan,"[142.91647, 120.94986, 349.96686, 389.12875]","[177.60353, 362.03766, 332.5986, 533.8784]"
wedding (96),male,Wedding,nan,pants/trousers,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,long,nan,"[125.44884, 123.094604, 310.55225, 325.9303]","[158.77309, 317.14978, 279.1189, 602.0476]"
wedding (97),male,Wedding,nan,pants/trousers,t_shirt,blazer,brown,navy,collar,hip_length,full_length,button,long,nan,"[138.1245, 116.88293, 331.4943, 355.44876]","[182.56525, 327.72766, 324.44, 602.6492]"
wedding (98),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,blue,grey,collar,hip_length,full_length,button,long,nan,"[126.6581, 80.878876, 326.6368, 315.4661]","[144.81079, 255.17094, 297.84198, 566.2843]"
wedding (99),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[136.98637, 86.58339, 320.15228, 285.83066]","[175.44878, 242.70694, 280.42123, 490.5765]"
wedding (100),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,blue,collar,hip_length,full_length,button,long,nan,"[109.14478, 90.69875, 306.5592, 345.6896]","[122.67262, 299.2249, 243.80939, 563.71875]"
wedding (101),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,blue,grey,collar,hip_length,full_length,button,long,nan,"[164.8619, 107.221985, 381.8176, 397.99158]","[104.773796, 312.04663, 343.42798, 645.3278]"
wedding (102),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,black,brown,collar,hip_length,full_length,button,long,nan,"[119.88755, 126.10962, 342.9616, 379.87286]","[174.02959, 309.34155, 317.48486, 648.04047]"
wedding (103),male,Wedding,nan,jeans,shirt_blouse,blazer,black,grey,collar,hip_length,full_length,button,long,nan,"[115.95327, 269.362, 347.72665, 571.27124]","[143.89992, 543.4114, 312.5549, 710.677]"
wedding (104),male,Wedding,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,long,nan,"[140.04248, 167.39914, 292.04965, 388.20853]","[166.86859, 362.93134, 271.05417, 601.24084]"
wedding (105),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[67.347145, 174.67711, 461.8005, 651.0022]","[97.27886, 537.93335, 375.85263, 710.99994]"
wedding (106),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,grey,collar,hip_length,full_length,button,long,nan,"[69.19215, 194.11165, 437.5085, 579.5637]","[143.63022, 515.1699, 351.88077, 709.567]"
wedding (107),male,Wedding,nan,pants/trousers,top_others,coat,white,multi,collar,hip_length,full_length,button,long,nan,"[139.69035, 105.86623, 339.15643, 451.58118]","[165.81752, 339.94946, 331.46597, 511.47067]"
wedding (108),male,Wedding,nan,pants/trousers,shirt_blouse,nan,grey,white,collar,hip_length,full_length,button,long,nan,"[39.763943, 233.99104, 423.77744, 627.92584]","[78.60411, 572.52026, 361.1964, 1169.5278]"
wedding (109),male,Wedding,nan,pants/trousers,top_others,vest_waistcoat,pink,pink,collar,hip_length,full_length,button,long,nan,"[66.86185, 107.480965, 259.48102, 371.38217]","[51.740402, 308.43768, 271.00363, 643.14764]"
wedding (110),male,Wedding,nan,pants/trousers,shirt_blouse,coat,blue,blue,collar,hip_length,full_length,button,long,nan,"[121.651375, 44.946644, 244.80286, 178.87578]","[140.02562, 154.43631, 219.54121, 336.45166]"
wedding (111),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,brown,blue,collar,hip_length,full_length,button,long,nan,"[105.21192, 84.677666, 302.43924, 315.88272]","[149.86813, 253.70961, 293.5676, 521.48444]"
wedding (112),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,pink,collar,hip_length,full_length,button,long,nan,"[167.94402, 152.29486, 344.62366, 404.03125]","[194.67294, 345.13766, 329.31055, 625.32837]"
wedding (113),male,Wedding,nan,pants/trousers,shirt_blouse,coat,black,black,collar,hip_length,full_length,button,long,nan,"[140.06995, 155.22496, 353.9208, 389.0737]","[158.35944, 326.01706, 308.36804, 636.21985]"
wedding (114),male,Wedding,nan,pants/trousers,t_shirt,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[124.461555, 157.63036, 312.36566, 404.16742]","[175.57231, 316.49277, 317.92462, 637.6926]"
wedding (115),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,blue,collar,hip_length,full_length,button,long,nan,"[127.10305, 113.08047, 358.18018, 351.29742]","[187.17241, 295.86697, 321.944, 602.3158]"
wedding (116),male,Wedding,nan,pants/trousers,sweater,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[131.39478, 100.49004, 325.89496, 380.28998]","[157.15375, 311.19464, 306.68405, 646.2248]"
wedding (117),male,Wedding,nan,jeans,shirt_blouse,blazer,blue,brown,collar,hip_length,full_length,button,long,nan,"[268.8316, 87.02545, 431.37326, 321.81467]","[295.8653, 258.71756, 411.02725, 473.10794]"
wedding (118),male,Wedding,nan,pants/trousers,shirt_blouse,coat,grey,grey,collar,hip_length,full_length,button,long,nan,"[9.055828, 278.26334, 384.21573, 838.22107]","[114.77409, 696.08344, 424.03882, 1277.0]"
wedding (120),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,blue,collar,hip_length,full_length,button,long,nan,"[153.49312, 96.493195, 333.42032, 310.51135]","[178.70943, 250.17085, 333.51028, 567.1816]"
wedding (121),male,Wedding,nan,pants/trousers,top_others,coat,white,multi,collar,hip_length,full_length,button,long,nan,"[124.73294, 200.34, 303.0889, 538.5363]","[129.15645, 521.63196, 267.99353, 644.33386]"
wedding (122),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,white,grey,collar,hip_length,full_length,button,long,nan,"[148.51031, 136.64977, 391.3681, 418.09885]","[238.86714, 342.7688, 374.61264, 650.04047]"
wedding (123),male,Wedding,nan,pants/trousers,shirt_blouse,vest_waistcoat,brown,grey,collar,hip_length,full_length,button,long,nan,"[96.96524, 81.05868, 225.5235, 220.07556]","[106.63291, 207.31187, 204.09332, 418.19678]"
wedding (124),male,Wedding,nan,jeans,shirt_blouse,blazer,grey,black,collar,hip_length,full_length,button,long,nan,"[116.23233, 117.81286, 363.16006, 379.4308]","[161.04619, 328.51578, 306.5093, 634.43097]"
wedding (125),male,Wedding,nan,pants/trousers,shirt_blouse,blazer,grey,blue,collar,hip_length,full_length,button,long,nan,"[150.6542, 162.18945, 316.4449, 381.93307]","[177.71184, 322.47174, 292.43277, 587.7656]"
wedding (126),male,Wedding,nan,pants/trousers,shirt_blouse,coat,white,multi,collar,hip_length,full_length,button,long,nan,"[112.32559, 211.45168, 284.36078, 443.5441]","[136.47224, 369.14145, 250.95374, 629.25415]"
